location,date,total_cases,total_deaths,new_cases,new_deaths
Peru,2022/9/22,2221,0,130,0
Peru,2022/9/23,2251,0,30,0
Peru,2022/9/24,2311,0,60,0
Peru,2022/9/25,2311,0,0,0
Peru,2022/9/26,2311,0,0,0
Peru,2022/9/27,2423,0,112,0
Peru,2022/9/28,2436,0,13,0
Peru,2022/9/29,2449,0,13,0
Peru,2022/9/30,2480,0,31,0
Peru,2022/10/1,2521,0,41,0
Peru,2022/10/2,2521,0,0,0
Peru,2022/10/3,2521,0,0,0
Peru,2022/10/4,2587,0,66,0
Peru,2022/10/5,2587,0,0,0
Peru,2022/10/6,2587,0,0,0
Peru,2022/10/7,2587,0,0,0
Peru,2022/10/8,2587,0,0,0
Peru,2022/10/9,2587,0,0,0
Peru,2022/10/10,2587,0,0,0
Peru,2022/10/11,2587,0,0,0
Peru,2022/10/12,2768,0,181,0
Peru,2022/10/13,2768,0,0,0
Peru,2022/10/14,2768,0,0,0
Peru,2022/10/15,2785,0,17,0
Peru,2022/10/16,2785,0,0,0
Peru,2022/10/17,2785,0,0,0
Peru,2022/10/18,2820,0,35,0
Peru,2022/10/19,2913,0,93,0
Peru,2022/10/20,2913,0,0,0
Peru,2022/10/21,2913,0,0,0
Peru,2022/10/22,2942,0,29,0
Peru,2022/10/23,2942,0,0,0
Peru,2022/10/24,2942,0,0,0
Peru,2022/10/25,2981,0,39,0
Peru,2022/10/26,3048,0,67,0
Peru,2022/10/27,3048,0,0,0
Peru,2022/10/28,3048,0,0,0
Peru,2022/10/29,3048,0,0,0
Peru,2022/10/30,3048,0,0,0
Peru,2022/10/31,3048,0,0,0
Spain,2022/5/18,0,0,0,0
Spain,2022/5/19,7,0,7,0
Spain,2022/5/20,23,0,16,0
Spain,2022/5/21,23,0,0,0
Spain,2022/5/22,40,0,17,0
Spain,2022/5/23,40,0,0,0
Spain,2022/5/24,40,0,0,0
Spain,2022/5/25,40,0,0,0
Spain,2022/5/26,40,0,0,0
Spain,2022/5/27,40,0,0,0
Spain,2022/5/28,40,0,0,0
Spain,2022/5/29,40,0,0,0
Spain,2022/5/30,98,0,58,0
Spain,2022/5/31,98,0,0,0
Spain,2022/6/1,142,0,44,0
Spain,2022/6/2,156,0,14,0
Spain,2022/6/3,186,0,30,0
Spain,2022/6/4,186,0,0,0
Spain,2022/6/5,186,0,0,0
Spain,2022/6/6,186,0,0,0
Spain,2022/6/7,198,0,12,0
Spain,2022/6/8,198,0,0,0
Spain,2022/6/9,198,0,0,0
Spain,2022/6/10,259,0,61,0
Spain,2022/6/11,259,0,0,0
Spain,2022/6/12,259,0,0,0
Spain,2022/6/13,275,0,16,0
Spain,2022/6/14,313,0,38,0
Spain,2022/6/15,313,0,0,0
Spain,2022/6/16,313,0,0,0
Spain,2022/6/17,497,0,184,0
Spain,2022/6/18,497,0,0,0
Spain,2022/6/19,497,0,0,0
Spain,2022/6/20,497,0,0,0
Spain,2022/6/21,520,0,23,0
Spain,2022/6/22,520,0,0,0
Spain,2022/6/23,520,0,0,0
Spain,2022/6/24,736,0,216,0
Spain,2022/6/25,736,0,0,0
Spain,2022/6/26,736,0,0,0
Spain,2022/6/27,736,0,0,0
Spain,2022/6/28,800,0,64,0
Spain,2022/6/29,800,0,0,0
Spain,2022/6/30,800,0,0,0
Spain,2022/7/1,800,0,0,0
Spain,2022/7/2,800,0,0,0
Spain,2022/7/3,800,0,0,0
Spain,2022/7/4,800,0,0,0
Spain,2022/7/5,1256,0,456,0
Spain,2022/7/6,1477,0,221,0
Spain,2022/7/7,1477,0,0,0
Spain,2022/7/8,1477,0,0,0
Spain,2022/7/9,1477,0,0,0
Spain,2022/7/10,2034,0,557,0
Spain,2022/7/11,2034,0,0,0
Spain,2022/7/12,2034,0,0,0
Spain,2022/7/13,2447,0,413,0
Spain,2022/7/14,2447,0,0,0
Spain,2022/7/15,2447,0,0,0
Spain,2022/7/16,2447,0,0,0
Spain,2022/7/17,2447,0,0,0
Spain,2022/7/18,2835,0,388,0
Spain,2022/7/19,2835,0,0,0
Spain,2022/7/20,3125,0,290,0
Spain,2022/7/21,3125,0,0,0
Spain,2022/7/22,3125,0,0,0
Spain,2022/7/23,3125,0,0,0
Spain,2022/7/24,3125,0,0,0
Spain,2022/7/25,3151,0,26,0
Spain,2022/7/26,3596,0,445,0
Spain,2022/7/27,3738,0,142,0
Spain,2022/7/28,3738,0,0,0
Spain,2022/7/29,3738,0,0,0
Spain,2022/7/30,3738,0,0,0
Spain,2022/7/31,3738,0,0,0
Spain,2022/8/1,4298,0,560,0
Spain,2022/8/2,4577,2,279,2
Spain,2022/8/3,4577,2,0,0
Spain,2022/8/4,4577,2,0,0
Spain,2022/8/5,4577,2,0,0
Spain,2022/8/6,4577,2,0,0
Spain,2022/8/7,4577,2,0,0
Spain,2022/8/8,4942,2,365,0
Spain,2022/8/9,5162,2,220,0
Spain,2022/8/10,5162,2,0,0
Spain,2022/8/11,5270,2,108,0
Spain,2022/8/12,5270,2,0,0
Spain,2022/8/13,5270,2,0,0
Spain,2022/8/14,5719,2,449,0
Spain,2022/8/15,5719,2,0,0
Spain,2022/8/16,5719,2,0,0
Spain,2022/8/17,5792,2,73,0
Spain,2022/8/18,5792,2,0,0
Spain,2022/8/19,5792,2,0,0
Spain,2022/8/20,5792,2,0,0
Spain,2022/8/21,5792,2,0,0
Spain,2022/8/22,6119,2,327,0
Spain,2022/8/23,6283,2,164,0
Spain,2022/8/24,6284,2,1,0
Spain,2022/8/25,6284,2,0,0
Spain,2022/8/26,6459,2,175,0
Spain,2022/8/27,6459,2,0,0
Spain,2022/8/28,6459,2,0,0
Spain,2022/8/29,6459,2,0,0
Spain,2022/8/30,6543,2,84,0
Spain,2022/8/31,6543,2,0,0
Spain,2022/9/1,6543,2,0,0
Spain,2022/9/2,6543,2,0,0
Spain,2022/9/3,6543,2,0,0
Spain,2022/9/4,6645,2,102,0
Spain,2022/9/5,6645,2,0,0
Spain,2022/9/6,6749,2,104,0
Spain,2022/9/7,6749,2,0,0
Spain,2022/9/8,6749,2,0,0
Spain,2022/9/9,6749,2,0,0
Spain,2022/9/10,6749,2,0,0
Spain,2022/9/11,6892,2,143,0
Spain,2022/9/12,6892,2,0,0
Spain,2022/9/13,6947,2,55,0
Spain,2022/9/14,6947,2,0,0
Spain,2022/9/15,6947,2,0,0
Spain,2022/9/16,6947,2,0,0
Spain,2022/9/17,6947,2,0,0
Spain,2022/9/18,6947,2,0,0
Spain,2022/9/19,7037,2,90,0
Spain,2022/9/20,7083,2,46,0
Spain,2022/9/21,7083,2,0,0
Spain,2022/9/22,7083,2,0,0
Spain,2022/9/23,7083,2,0,0
Spain,2022/9/24,7083,2,0,0
Spain,2022/9/25,7083,2,0,0
Spain,2022/9/26,7122,2,39,0
Spain,2022/9/27,7149,2,27,0
Spain,2022/9/28,7149,2,0,0
Spain,2022/9/29,7149,2,0,0
Spain,2022/9/30,7188,2,39,0
Spain,2022/10/1,7188,2,0,0
Spain,2022/10/2,7188,2,0,0
Spain,2022/10/3,7188,2,0,0
Spain,2022/10/4,7209,2,21,0
Spain,2022/10/5,7209,2,0,0
Spain,2022/10/6,7209,2,0,0
Spain,2022/10/7,7209,2,0,0
Spain,2022/10/8,7209,2,0,0
Spain,2022/10/9,7209,2,0,0
Spain,2022/10/10,7219,2,10,0
Spain,2022/10/11,7239,2,20,0
Spain,2022/10/12,7239,2,0,0
Spain,2022/10/13,7239,2,0,0
Spain,2022/10/14,7239,2,0,0
Spain,2022/10/15,7239,2,0,0
Spain,2022/10/16,7239,2,0,0
Spain,2022/10/17,7239,2,0,0
Spain,2022/10/18,7239,2,0,0
Spain,2022/10/19,7277,2,38,0
Spain,2022/10/20,7277,2,0,0
Spain,2022/10/21,7277,2,0,0
Spain,2022/10/22,7277,2,0,0
Spain,2022/10/23,7277,2,0,0
Spain,2022/10/24,7277,2,0,0
Spain,2022/10/25,7317,2,40,0
Spain,2022/10/26,7317,2,0,0
Spain,2022/10/27,7317,2,0,0
Spain,2022/10/28,7317,2,0,0
Spain,2022/10/29,7317,2,0,0
Spain,2022/10/30,7317,2,0,0
Spain,2022/10/31,7317,2,0,0
England,2022/5/7,1,0,1,0
England,2022/5/8,1,0,0,0
England,2022/5/9,1,0,0,0
England,2022/5/10,1,0,0,0
England,2022/5/11,1,0,0,0
England,2022/5/12,1,0,0,0
England,2022/5/13,1,0,0,0
England,2022/5/14,3,0,2,0
England,2022/5/15,3,0,0,0
England,2022/5/16,7,0,4,0
England,2022/5/17,7,0,0,0
England,2022/5/18,9,0,2,0
England,2022/5/19,9,0,0,0
England,2022/5/20,20,0,11,0
England,2022/5/21,29,0,9,0
England,2022/5/22,29,0,0,0
England,2022/5/23,56,0,27,0
England,2022/5/24,71,0,15,0
England,2022/5/25,71,0,0,0
England,2022/5/26,90,0,19,0
England,2022/5/27,106,0,16,0
England,2022/5/28,106,0,0,0
England,2022/5/29,106,0,0,0
England,2022/5/30,179,0,73,0
England,2022/5/31,190,0,11,0
England,2022/6/1,196,0,6,0
England,2022/6/2,207,0,11,0
England,2022/6/3,225,0,18,0
England,2022/6/4,225,0,0,0
England,2022/6/5,225,0,0,0
England,2022/6/6,302,0,77,0
England,2022/6/7,302,0,0,0
England,2022/6/8,321,0,19,0
England,2022/6/9,321,0,0,0
England,2022/6/10,366,0,45,0
England,2022/6/11,366,0,0,0
England,2022/6/12,366,0,0,0
England,2022/6/13,470,0,104,0
England,2022/6/14,470,0,0,0
England,2022/6/15,524,0,54,0
England,2022/6/16,524,0,0,0
England,2022/6/17,574,0,50,0
England,2022/6/18,574,0,0,0
England,2022/6/19,574,0,0,0
England,2022/6/20,793,0,219,0
England,2022/6/21,793,0,0,0
England,2022/6/22,793,0,0,0
England,2022/6/23,910,0,117,0
England,2022/6/24,910,0,0,0
England,2022/6/25,910,0,0,0
England,2022/6/26,910,0,0,0
England,2022/6/27,910,0,0,0
England,2022/6/28,1076,0,166,0
England,2022/6/29,1076,0,0,0
England,2022/6/30,1235,0,159,0
England,2022/7/1,1235,0,0,0
England,2022/7/2,1235,0,0,0
England,2022/7/3,1235,0,0,0
England,2022/7/4,1235,0,0,0
England,2022/7/5,1235,0,0,0
England,2022/7/6,1351,0,116,0
England,2022/7/7,1351,0,0,0
England,2022/7/8,1351,0,0,0
England,2022/7/9,1351,0,0,0
England,2022/7/10,1552,0,201,0
England,2022/7/11,1552,0,0,0
England,2022/7/12,1735,0,183,0
England,2022/7/13,1735,0,0,0
England,2022/7/14,1735,0,0,0
England,2022/7/15,1735,0,0,0
England,2022/7/16,1735,0,0,0
England,2022/7/17,1735,0,0,0
England,2022/7/18,1856,0,121,0
England,2022/7/19,2115,0,259,0
England,2022/7/20,2137,0,22,0
England,2022/7/21,2137,0,0,0
England,2022/7/22,2137,0,0,0
England,2022/7/23,2137,0,0,0
England,2022/7/24,2137,0,0,0
England,2022/7/25,2208,0,71,0
England,2022/7/26,2208,0,0,0
England,2022/7/27,2432,0,224,0
England,2022/7/28,2432,0,0,0
England,2022/7/29,2432,0,0,0
England,2022/7/30,2432,0,0,0
England,2022/7/31,2432,0,0,0
England,2022/8/1,2546,0,114,0
England,2022/8/2,2759,0,213,0
England,2022/8/3,2759,0,0,0
England,2022/8/4,2759,0,0,0
England,2022/8/5,2759,0,0,0
England,2022/8/6,2759,0,0,0
England,2022/8/7,2759,0,0,0
England,2022/8/8,2859,0,100,0
England,2022/8/9,2973,0,114,0
England,2022/8/10,3017,0,44,0
England,2022/8/11,3017,0,0,0
England,2022/8/12,3017,0,0,0
England,2022/8/13,3017,0,0,0
England,2022/8/14,3037,0,20,0
England,2022/8/15,3037,0,0,0
England,2022/8/16,3055,0,18,0
England,2022/8/17,3055,0,0,0
England,2022/8/18,3195,0,140,0
England,2022/8/19,3195,0,0,0
England,2022/8/20,3195,0,0,0
England,2022/8/21,3195,0,0,0
England,2022/8/22,3225,0,30,0
England,2022/8/23,3340,0,115,0
England,2022/8/24,3340,0,0,0
England,2022/8/25,3340,0,0,0
England,2022/8/26,3340,0,0,0
England,2022/8/27,3340,0,0,0
England,2022/8/28,3340,0,0,0
England,2022/8/29,3340,0,0,0
England,2022/8/30,3340,0,0,0
England,2022/8/31,3413,0,73,0
England,2022/9/1,3413,0,0,0
England,2022/9/2,3413,0,0,0
England,2022/9/3,3413,0,0,0
England,2022/9/4,3413,0,0,0
England,2022/9/5,3413,0,0,0
England,2022/9/6,3484,0,71,0
England,2022/9/7,3484,0,0,0
England,2022/9/8,3484,0,0,0
England,2022/9/9,3484,0,0,0
England,2022/9/10,3484,0,0,0
England,2022/9/11,3484,0,0,0
England,2022/9/12,3484,0,0,0
England,2022/9/13,3552,0,68,0
England,2022/9/14,3552,0,0,0
England,2022/9/15,3552,0,0,0
England,2022/9/16,3552,0,0,0
England,2022/9/17,3552,0,0,0
England,2022/9/18,3552,0,0,0
England,2022/9/19,3552,0,0,0
England,2022/9/20,3552,0,0,0
England,2022/9/21,3585,0,33,0
England,2022/9/22,3585,0,0,0
England,2022/9/23,3585,0,0,0
England,2022/9/24,3585,0,0,0
England,2022/9/25,3585,0,0,0
England,2022/9/26,3585,0,0,0
England,2022/9/27,3635,0,50,0
England,2022/9/28,3635,0,0,0
England,2022/9/29,3635,0,0,0
England,2022/9/30,3635,0,0,0
England,2022/10/1,3635,0,0,0
England,2022/10/2,3635,0,0,0
England,2022/10/3,3635,0,0,0
England,2022/10/4,3654,0,19,0
England,2022/10/5,3654,0,0,0
England,2022/10/6,3654,0,0,0
England,2022/10/7,3654,0,0,0
England,2022/10/8,3654,0,0,0
England,2022/10/9,3654,0,0,0
England,2022/10/10,3654,0,0,0
England,2022/10/11,3654,0,0,0
England,2022/10/12,3654,0,0,0
England,2022/10/13,3654,0,0,0
England,2022/10/14,3654,0,0,0
England,2022/10/15,3654,0,0,0
England,2022/10/16,3654,0,0,0
England,2022/10/17,3673,0,19,0
England,2022/10/18,3673,0,0,0
England,2022/10/19,3686,0,13,0
England,2022/10/20,3686,0,0,0
England,2022/10/21,3686,0,0,0
England,2022/10/22,3686,0,0,0
England,2022/10/23,3686,0,0,0
England,2022/10/24,3686,0,0,0
England,2022/10/25,3698,0,12,0
England,2022/10/26,3698,0,0,0
England,2022/10/27,3698,0,0,0
England,2022/10/28,3698,0,0,0
England,2022/10/29,3698,0,0,0
England,2022/10/30,3698,0,0,0
England,2022/10/31,3698,0,0,0
United States,2022/6/3,19,0,19,0
United States,2022/6/4,21,0,2,0
United States,2022/6/5,25,0,4,0
United States,2022/6/6,25,0,0,0
United States,2022/6/7,25,0,0,0
United States,2022/6/8,32,0,7,0
United States,2022/6/9,37,0,5,0
United States,2022/6/10,40,0,3,0
United States,2022/6/11,49,0,9,0
United States,2022/6/12,49,0,0,0
United States,2022/6/13,51,0,2,0
United States,2022/6/14,65,0,14,0
United States,2022/6/15,65,0,0,0
United States,2022/6/16,72,0,7,0
United States,2022/6/17,84,0,12,0
United States,2022/6/18,100,0,16,0
United States,2022/6/19,113,0,13,0
United States,2022/6/20,113,0,0,0
United States,2022/6/21,113,0,0,0
United States,2022/6/22,113,0,0,0
United States,2022/6/23,142,0,29,0
United States,2022/6/24,173,0,31,0
United States,2022/6/25,175,0,2,0
United States,2022/6/26,199,0,24,0
United States,2022/6/27,199,0,0,0
United States,2022/6/28,201,0,2,0
United States,2022/6/29,244,0,43,0
United States,2022/6/30,306,0,62,0
United States,2022/7/1,351,0,45,0
United States,2022/7/2,396,0,45,0
United States,2022/7/3,396,0,0,0
United States,2022/7/4,396,0,0,0
United States,2022/7/5,460,0,64,0
United States,2022/7/6,460,0,0,0
United States,2022/7/7,560,0,100,0
United States,2022/7/8,605,0,45,0
United States,2022/7/9,699,0,94,0
United States,2022/7/10,699,0,0,0
United States,2022/7/11,699,0,0,0
United States,2022/7/12,766,0,67,0
United States,2022/7/13,865,0,99,0
United States,2022/7/14,929,0,64,0
United States,2022/7/15,1049,0,120,0
United States,2022/7/16,1466,0,417,0
United States,2022/7/17,1466,0,0,0
United States,2022/7/18,1466,0,0,0
United States,2022/7/19,1810,0,344,0
United States,2022/7/20,1965,0,155,0
United States,2022/7/21,2102,0,137,0
United States,2022/7/22,2316,0,214,0
United States,2022/7/23,2582,0,266,0
United States,2022/7/24,2582,0,0,0
United States,2022/7/25,2582,0,0,0
United States,2022/7/26,2881,0,299,0
United States,2022/7/27,3478,0,597,0
United States,2022/7/28,3581,0,103,0
United States,2022/7/29,4629,0,1048,0
United States,2022/7/30,4897,0,268,0
United States,2022/7/31,4897,0,0,0
United States,2022/8/1,4897,0,0,0
United States,2022/8/2,5175,0,278,0
United States,2022/8/3,5825,0,650,0
United States,2022/8/4,6307,0,482,0
United States,2022/8/5,6598,0,291,0
United States,2022/8/6,7083,0,485,0
United States,2022/8/7,7510,0,427,0
United States,2022/8/8,7510,0,0,0
United States,2022/8/9,7510,0,0,0
United States,2022/8/10,8902,0,1392,0
United States,2022/8/11,9460,0,558,0
United States,2022/8/12,10360,0,900,0
United States,2022/8/13,10725,0,365,0
United States,2022/8/14,10725,0,0,0
United States,2022/8/15,10725,0,0,0
United States,2022/8/16,11129,0,404,0
United States,2022/8/17,11915,0,786,0
United States,2022/8/18,12743,0,828,0
United States,2022/8/19,13451,0,708,0
United States,2022/8/20,14049,0,598,0
United States,2022/8/21,14049,0,0,0
United States,2022/8/22,14049,0,0,0
United States,2022/8/23,14049,0,0,0
United States,2022/8/24,15356,0,1307,0
United States,2022/8/25,15877,0,521,0
United States,2022/8/26,16513,0,636,0
United States,2022/8/27,16965,0,452,0
United States,2022/8/28,16965,0,0,0
United States,2022/8/29,16965,0,0,0
United States,2022/8/30,17333,0,368,0
United States,2022/8/31,17994,0,661,0
United States,2022/9/1,18303,0,309,0
United States,2022/9/2,18875,0,572,0
United States,2022/9/3,19351,0,476,0
United States,2022/9/4,19351,0,0,0
United States,2022/9/5,19351,0,0,0
United States,2022/9/6,19851,0,500,0
United States,2022/9/7,19851,0,0,0
United States,2022/9/8,20607,0,756,0
United States,2022/9/9,21274,0,667,0
United States,2022/9/10,21504,0,230,0
United States,2022/9/11,21504,0,0,0
United States,2022/9/12,21504,0,0,0
United States,2022/9/13,21504,0,0,0
United States,2022/9/14,21834,0,330,0
United States,2022/9/15,22479,0,645,0
United States,2022/9/16,22616,0,137,0
United States,2022/9/17,22957,0,341,0
United States,2022/9/18,22957,0,0,0
United States,2022/9/19,22957,0,0,0
United States,2022/9/20,23336,0,379,0
United States,2022/9/21,24040,1,704,1
United States,2022/9/22,24040,1,0,0
United States,2022/9/23,24197,1,157,0
United States,2022/9/24,24402,1,205,0
United States,2022/9/25,24402,1,0,0
United States,2022/9/26,24402,1,0,0
United States,2022/9/27,24990,1,588,0
United States,2022/9/28,25169,1,179,0
United States,2022/9/29,25330,1,161,0
United States,2022/9/30,25434,1,104,0
United States,2022/10/1,25434,1,0,0
United States,2022/10/2,25434,1,0,0
United States,2022/10/3,25434,1,0,0
United States,2022/10/4,25672,2,238,1
United States,2022/10/5,26594,2,922,0
United States,2022/10/6,26594,2,0,0
United States,2022/10/7,26594,2,0,0
United States,2022/10/8,26594,2,0,0
United States,2022/10/9,26594,2,0,0
United States,2022/10/10,26594,2,0,0
United States,2022/10/11,26594,2,0,0
United States,2022/10/12,26594,2,0,0
United States,2022/10/13,26834,2,240,0
United States,2022/10/14,26908,2,74,0
United States,2022/10/15,27128,2,220,0
United States,2022/10/16,27128,2,0,0
United States,2022/10/17,27128,2,0,0
United States,2022/10/18,27128,2,0,0
United States,2022/10/19,27367,3,239,1
United States,2022/10/20,27444,4,77,1
United States,2022/10/21,27444,4,0,0
United States,2022/10/22,27689,5,245,1
United States,2022/10/23,27689,5,0,0
United States,2022/10/24,27689,5,0,0
United States,2022/10/25,27689,6,0,1
United States,2022/10/26,27809,6,120,0
United States,2022/10/27,27866,6,57,0
United States,2022/10/28,28049,6,183,0
United States,2022/10/29,28049,6,0,0
United States,2022/10/30,28049,6,0,0
United States,2022/10/31,28049,6,0,0
